% Version 1.00
%
%freq[Hz] re:Trc1_S11 im:Trc1_S11 
1.098633000000000E+006,-4.178141594119627E-003,-8.923258929785787E-004,
2.197265812454213E+006,-4.437154598998541E-003,-2.730446061787501E-003,
3.295898624908425E+006,-4.239827890071445E-003,-3.778829470057373E-003,
4.394531437362637E+006,-4.384270955593937E-003,-6.179698809549295E-003,
5.493164249816850E+006,-5.207461737329997E-003,-7.823165476169873E-003,
6.591797062271062E+006,-6.027042802742735E-003,-9.704452629465373E-003,
7.690429874725275E+006,-7.071632989089992E-003,-1.097236764427662E-002,
8.789062687179487E+006,-8.499586342505224E-003,-1.258381829798788E-002,
9.887695499633700E+006,-1.003897656001404E-002,-1.403841622100339E-002,
1.098632831208791E+007,-1.214058366876596E-002,-1.500170713885145E-002,
1.208496112454213E+007,-1.411254616312819E-002,-1.647636482826401E-002,
1.318359393699634E+007,-1.626883749824155E-002,-1.729120810551512E-002,
1.428222674945055E+007,-1.818665536662749E-002,-1.792251837978633E-002,
1.538085956190476E+007,-2.065302772139106E-002,-1.842623532820295E-002,
1.647949237435897E+007,-2.349571511532742E-002,-1.888486445240565E-002,
1.757812518681319E+007,-2.590812449157476E-002,-1.875887735710266E-002,
1.867675799926740E+007,-2.868594992274381E-002,-1.870120539294635E-002,
1.977539081172161E+007,-3.155728718623055E-002,-1.811174662909176E-002,
2.087402362417582E+007,-3.430927952034259E-002,-1.782619757251429E-002,
2.197265643663004E+007,-3.704076026929098E-002,-1.699004707452300E-002,
2.307128924908425E+007,-3.987539079678763E-002,-1.617538758312467E-002,
2.416992206153846E+007,-4.330698847608092E-002,-1.428703384418615E-002,
2.526855487399267E+007,-4.561094173967921E-002,-1.265793637344744E-002,
2.636718768644689E+007,-4.866771584877685E-002,-1.067135627188291E-002,
2.746582049890110E+007,-5.146417373998222E-002,-8.398928789130367E-003,
2.856445331135531E+007,-5.390140904236489E-002,-6.393030079168249E-003,
2.966308612380952E+007,-5.628793861175024E-002,-3.951635410661836E-003,
3.076171893626374E+007,-5.898768704941087E-002,-9.751488704087866E-004,
3.186035174871795E+007,-6.124149684023528E-002,2.444354908616600E-003,
3.295898456117216E+007,-6.348827349851659E-002,5.565361701330519E-003,
3.405761737362637E+007,-6.534067426871144E-002,9.500580181943609E-003,
3.515625018608059E+007,-6.717318426578292E-002,1.320282448317575E-002,
3.625488299853480E+007,-6.852659449714665E-002,1.740953718602877E-002,
3.735351581098901E+007,-6.951712138405852E-002,2.155917787730000E-002,
3.845214862344322E+007,-7.076269658152892E-002,2.582560711751867E-002,
3.955078143589744E+007,-7.121553667406247E-002,3.038019156761232E-002,
4.064941424835165E+007,-7.191489897893953E-002,3.527925838018253E-002,
4.174804706080586E+007,-7.162682561697391E-002,3.976039862615503E-002,
4.284667987326007E+007,-7.173560477010325E-002,4.502789527193765E-002,
4.394531268571429E+007,-7.160937421054019E-002,4.967415959093365E-002,
4.504394549816850E+007,-7.059222806813177E-002,5.497807330155440E-002,
4.614257831062271E+007,-6.945822170020237E-002,5.993123721238832E-002,
4.724121112307692E+007,-6.785059037573908E-002,6.483775840420694E-002,
4.833984393553114E+007,-6.629630014811951E-002,6.986859028782315E-002,
4.943847674798535E+007,-6.396505894809314E-002,7.464155098115113E-002,
5.053710956043956E+007,-6.158459266963276E-002,7.992470124240229E-002,
5.163574237289377E+007,-5.884416740179095E-002,8.490425597443432E-002,
5.273437518534799E+007,-5.572698435831442E-002,8.943400919007105E-002,
5.383300799780220E+007,-5.233137771984758E-002,9.414003220727943E-002,
5.493164081025641E+007,-4.854240689342215E-002,9.877245801685144E-002,
5.603027362271062E+007,-4.427629626638617E-002,1.029232466331748E-001,
5.712890643516484E+007,-3.977708997424490E-002,1.071835130331093E-001,
5.822753924761905E+007,-3.514309474533262E-002,1.111929577048072E-001,
5.932617206007326E+007,-2.998036567394175E-002,1.150487139366229E-001,
6.042480487252747E+007,-2.478266136016581E-002,1.182077673142883E-001,
6.152343768498169E+007,-1.912867228609613E-002,1.214489691922072E-001,
6.262207049743590E+007,-1.334547495197049E-002,1.244529456516565E-001,
6.372070330989011E+007,-7.280907669256174E-003,1.268817895910219E-001,
6.481933612234432E+007,-1.117368888159209E-003,1.292762811543785E-001,
6.591796893479854E+007,5.349028911229204E-003,1.312623527222007E-001,
6.701660174725275E+007,1.237374766171043E-002,1.328662919738052E-001,
6.811523455970696E+007,1.913249247267220E-002,1.339113505253234E-001,
6.921386737216118E+007,2.641104201023857E-002,1.347935676019147E-001,
7.031250018461539E+007,3.343097146321975E-002,1.349738356476569E-001,
7.141113299706960E+007,4.068067466011077E-002,1.351661867159462E-001,
7.250976580952381E+007,4.757950427220851E-002,1.345449883459165E-001,
7.360839862197802E+007,5.529933360233643E-002,1.338662842969225E-001,
7.470703143443224E+007,6.249090411904663E-002,1.325792537261851E-001,
7.580566424688645E+007,7.017014130759713E-002,1.307821719734852E-001,
7.690429705934066E+007,7.718508888727781E-002,1.283624806117895E-001,
7.800292987179488E+007,8.405159746415554E-002,1.255468522709052E-001,
7.910156268424909E+007,9.165018295095237E-002,1.225135890788477E-001,
8.020019549670330E+007,9.866818072463336E-002,1.191012116544528E-001,
8.129882830915751E+007,1.054589305098869E-001,1.151896268591111E-001,
8.239746112161171E+007,1.123218370674940E-001,1.109855257217442E-001,
8.349609393406594E+007,1.191979529120957E-001,1.060706753877806E-001,
8.459472674652015E+007,1.248327919703343E-001,1.005064035784358E-001,
8.569335955897436E+007,1.312320851298136E-001,9.529982403696941E-002,
8.679199237142858E+007,1.369405749363849E-001,8.919301241053292E-002,
8.789062518388279E+007,1.422886672348640E-001,8.258613231671022E-002,
8.898925799633700E+007,1.474372627572865E-001,7.590705069901116E-002,
9.008789080879121E+007,1.521482790968006E-001,6.905890075004326E-002,
9.118652362124541E+007,1.567264330277959E-001,6.130197200733011E-002,
9.228515643369964E+007,1.606030968438576E-001,5.340647407812655E-002,
9.338378924615385E+007,1.641150170723377E-001,4.554516875926186E-002,
9.448242205860806E+007,1.676396049415915E-001,3.725530252301483E-002,
9.558105487106228E+007,1.703360897296413E-001,2.877992682990696E-002,
9.667968768351649E+007,1.731000910368333E-001,1.994728113080061E-002,
9.777832049597070E+007,1.744214286947925E-001,1.080490971316285E-002,
9.887695330842491E+007,1.757528842951976E-001,1.801873276433449E-003,
9.997558612087911E+007,1.763730800378261E-001,-7.409464281916025E-003,
1.010742189333333E+008,1.767159827031615E-001,-1.663495146246962E-002,
1.021728517457876E+008,1.766475174277130E-001,-2.648123091445084E-002,
1.032714845582418E+008,1.759471597253182E-001,-3.593793936525104E-002,
1.043701173706960E+008,1.743349144517443E-001,-4.512891484491590E-002,
1.054687501831502E+008,1.728138219166407E-001,-5.471086161888217E-002,
1.065673829956044E+008,1.703868109947320E-001,-6.428274887476615E-002,
1.076660158080586E+008,1.673596898356709E-001,-7.384375061116301E-002,
1.087646486205128E+008,1.639501797617104E-001,-8.270455468169992E-002,
1.098632814329670E+008,1.600487952327450E-001,-9.198814171843665E-002,
1.109619142454213E+008,1.546547684928806E-001,-1.009234976562991E-001,
1.120605470578755E+008,1.500460447344816E-001,-1.100305574878775E-001,
1.131591798703297E+008,1.443851738089156E-001,-1.183622882940794E-001,
1.142578126827839E+008,1.378245004683477E-001,-1.264996168657957E-001,
1.153564454952381E+008,1.317617969617613E-001,-1.345520776076483E-001,
1.164550783076923E+008,1.242105870020239E-001,-1.422200697992249E-001,
1.175537111201465E+008,1.165855110905722E-001,-1.495111240798900E-001,
1.186523439326007E+008,1.088153078767845E-001,-1.564933193291266E-001,
1.197509767450550E+008,1.000677751760249E-001,-1.625222305154807E-001,
1.208496095575092E+008,9.108098543462288E-002,-1.687319450004573E-001,
1.219482423699634E+008,8.189737798685165E-002,-1.749502379787060E-001,
1.230468751824176E+008,7.255285671314882E-002,-1.792219145775171E-001,
1.241455079948718E+008,6.240516005238550E-002,-1.841094534742002E-001,
1.252441408073260E+008,5.211667484022782E-002,-1.881899611901834E-001,
1.263427736197802E+008,4.145456945431882E-002,-1.916879580731392E-001,
1.274414064322344E+008,3.112836094096100E-002,-1.945468572106298E-001,
1.285400392446887E+008,1.994948060379448E-002,-1.966571346434846E-001,
1.296386720571429E+008,8.735151783535029E-003,-1.986195198749208E-001,
1.307373048695971E+008,-2.751419565857766E-003,-1.994069933345992E-001,
1.318359376820513E+008,-1.396398477320128E-002,-2.002108708627657E-001,
1.329345704945055E+008,-2.573769303929048E-002,-2.000012895726337E-001,
1.340332033069597E+008,-3.723752980771125E-002,-1.990468357575385E-001,
1.351318361194139E+008,-4.814177048005632E-002,-1.982987881085851E-001,
1.362304689318681E+008,-6.008002762842116E-002,-1.957550856699643E-001,
1.373291017443224E+008,-7.118182131912235E-002,-1.932847139286675E-001,
1.384277345567766E+008,-8.287818523669550E-002,-1.899822223594948E-001,
1.395263673692308E+008,-9.429433703370412E-002,-1.862353037323386E-001,
1.406250001816850E+008,-1.049172124188316E-001,-1.817046673983901E-001,
1.417236329941392E+008,-1.156910153853793E-001,-1.761678159966899E-001,
1.428222658065934E+008,-1.262234551601040E-001,-1.704449886692886E-001,
1.439208986190476E+008,-1.366376559626118E-001,-1.644297250398556E-001,
1.450195314315018E+008,-1.468469988956682E-001,-1.575685301021432E-001,
1.461181642439560E+008,-1.558693794494021E-001,-1.498599679489617E-001,
1.472167970564103E+008,-1.653699806127375E-001,-1.420216831112386E-001,
1.483154298688645E+008,-1.739124400129512E-001,-1.337339273136566E-001,
1.494140626813187E+008,-1.825745580719978E-001,-1.249222319832909E-001,
1.505126954937729E+008,-1.902277651841100E-001,-1.150280238634320E-001,
