% Version 1.00
%
%freq[Hz] re:Trc1_S21 im:Trc1_S21 re:Trc2_S11 im:Trc2_S11 re:Trc3_S12 im:Trc3_S12 re:Trc4_S22 im:Trc4_S22 
1.000000000000000E+005,1.000047771716719E+000,-6.906184680119306E-003,-4.623049760154185E-002,-3.355233885540649E-004,9.979266784692443E-001,-7.448141809402253E-003,-5.030813372662848E-002,-5.594953398101697E-004,
9.099800000000000E+006,8.752628627285850E-001,-4.700957402134159E-001,3.626213230151559E-002,-8.587136620365031E-003,8.720674258181334E-001,-4.703761263159048E-001,3.683186967891824E-002,-7.601156941220527E-003,
1.809960000000000E+007,5.530697872319630E-001,-8.268377735844452E-001,-1.500308304995426E-002,5.711123467512972E-003,5.506469972299432E-001,-8.231765566817727E-001,-1.509917410312424E-002,6.495872373654414E-003,
2.709940000000000E+007,1.071196559730492E-001,-9.853428967503520E-001,1.263518352454465E-002,4.314057099079919E-003,1.105700690330943E-001,-9.814841534899759E-001,1.294198371358948E-002,6.795822013603622E-003,
3.609920000000000E+007,-3.587175590770499E-001,-9.196265291281150E-001,7.568122887157567E-005,-1.878716807515268E-002,-3.590904052369104E-001,-9.138531231804794E-001,1.538552925409756E-003,-1.670751043913809E-002,
4.509900000000000E+007,-7.434534771703074E-001,-6.458918263847346E-001,-3.125275642198049E-002,-7.397420670487173E-003,-7.397508905751175E-001,-6.413785055674194E-001,-2.918640447138210E-002,-5.555457023148873E-003,
5.409880000000000E+007,-9.567593425537438E-001,-2.259272460430789E-001,-3.433991498765979E-002,3.464751195176957E-002,-9.525439358032568E-001,-2.239446191296189E-001,-3.172691401474476E-002,3.586021876014200E-002,
6.309860000000000E+007,-9.494802599047815E-001,2.436205036555027E-001,5.432113071293793E-003,6.386699769227767E-002,-9.454293733497443E-001,2.436661360041779E-001,8.099828620695549E-003,6.446678785359562E-002,
7.209840000000000E+007,-7.267836634494911E-001,6.538361912317442E-001,5.579541130947056E-002,4.846637305357239E-002,-7.224445587667056E-001,6.517116843408889E-001,5.798126899856605E-002,4.835045679682522E-002,
8.109820000000000E+007,-3.407707948356001E-001,9.146325650294473E-001,7.577004406926528E-002,1.224179438532989E-003,-3.382565514315580E-001,9.108897567859335E-001,7.750900516927338E-002,1.803841019572784E-003,
9.009800000000000E+007,1.216860294047637E-001,9.687725447122189E-001,5.659732047373984E-002,-3.905827612307948E-002,1.215634358239118E-001,9.637953155016186E-001,5.811628086373705E-002,-3.765116985846211E-002,
9.909780000000000E+007,5.565518442609020E-001,8.015467041129034E-001,2.605709450062218E-002,-4.946323985576170E-002,5.548954589532618E-001,7.972307393442955E-001,2.822918691076641E-002,-4.715388713773080E-002,
1.080976000000000E+008,8.648875226016437E-001,4.515553335117910E-001,1.208547006678846E-002,-4.274582130730126E-002,8.614768541266218E-001,4.472736107575004E-001,1.555257633165279E-002,-4.086425720226933E-002,
1.170974000000000E+008,9.745437667900321E-001,-3.574848606255690E-003,1.092107098176165E-002,-4.843216859624981E-002,9.694487434934022E-001,-3.564276813840056E-003,1.564201953247285E-002,-4.783247463363454E-002,
1.260972000000000E+008,8.592419498701690E-001,-4.540301942266166E-001,-6.006175968439286E-003,-6.924722539525419E-002,8.549213693064713E-001,-4.529816398489310E-001,-1.780063944741325E-003,-6.996582494288679E-002,
1.350970000000000E+008,5.486382441719289E-001,-7.996531394721709E-001,-5.297425890895843E-002,-7.545534560737853E-002,5.453654785740784E-001,-7.957416467755739E-001,-4.987857917963823E-002,-7.785141369588347E-002,
1.440968000000000E+008,1.158840895819220E-001,-9.592874917412875E-001,-1.037249361278999E-001,-3.661263301274612E-002,1.143728209617252E-001,-9.548702815602229E-001,-1.030199836813324E-001,-3.946507927080265E-002,
1.530966000000000E+008,-3.410188988326908E-001,-9.013332995796601E-001,-1.150503286932990E-001,3.771040707782063E-002,-3.393477403872694E-001,-8.970087843910003E-001,-1.153828507043476E-001,3.637725419126416E-002,
