% Version 1.00
%
%freq[Hz] re:Trc1_S21 im:Trc1_S21 re:Trc2_S11 im:Trc2_S11 re:Trc3_S12 im:Trc3_S12 re:Trc4_S22 im:Trc4_S22 
1.000000000000000E+005,-7.464139944398432E-002,4.564123643331903E-001,-6.802754866636639E-001,-1.073158283498330E+000,-2.883228316004836E-001,6.194570191148899E-001,6.021175117223805E-001,9.717093946034850E-001,
9.099800000000000E+006,4.920604796271581E-001,-8.736769068345184E-003,-5.437039026891081E-001,7.098456069035391E-003,4.923927537319027E-001,-8.362826959450523E-003,-4.732238992564908E-001,3.972648747370280E-002,
1.809960000000000E+007,4.990100926704321E-001,-2.637252968083923E-002,-4.984193153955089E-001,5.067267613100369E-002,4.990424579317590E-001,-2.605444621924572E-002,-4.976499967982712E-001,2.985883879399510E-002,
2.709940000000000E+007,5.036423973950690E-001,-4.119041972381266E-002,-4.997244133629946E-001,9.842348284844776E-002,5.043708807285121E-001,-4.059736515106839E-002,-4.799510133330870E-001,1.889064102127111E-002,
3.609920000000000E+007,5.124187438100002E-001,-6.063415637649167E-002,-4.575591739826683E-001,9.892153307856480E-002,5.121917370857891E-001,-6.091904340793412E-002,-4.943329067404341E-001,4.401889760057035E-002,
4.509900000000000E+007,5.167424869489318E-001,-7.447884758531055E-002,-4.545515537248497E-001,1.227241840593829E-001,5.166413665832168E-001,-7.421611388777438E-002,-4.832046861259634E-001,5.565343900159676E-002,
5.409880000000000E+007,5.248746018649309E-001,-9.896191831144977E-002,-4.301019065244185E-001,1.365008655332094E-001,5.242817743148709E-001,-9.964921216652126E-002,-4.744664728253437E-001,5.798321206630799E-002,
6.309860000000000E+007,5.320544826758256E-001,-1.248001098977526E-001,-4.142375188083298E-001,1.494092788187127E-001,5.319179459221971E-001,-1.247843276476982E-001,-4.588263479399299E-001,5.986081549123901E-002,
7.209840000000000E+007,5.378758417241367E-001,-1.511819466564104E-001,-3.851406771161133E-001,1.515322386583395E-001,5.376234912640041E-001,-1.519561713772163E-001,-4.598693407191433E-001,6.584042407006209E-002,
8.109820000000000E+007,5.416015531685888E-001,-1.803891210477823E-001,-3.683640643715120E-001,1.594036026569211E-001,5.412842281743096E-001,-1.810385525145004E-001,-4.482487515467235E-001,5.787755748432254E-002,
9.009800000000000E+007,5.464656806534788E-001,-2.142209155656468E-001,-3.424410890471508E-001,1.626021740063006E-001,5.462032684457510E-001,-2.141307333949738E-001,-4.416102102289787E-001,5.296099430735997E-002,
9.909780000000000E+007,5.454427923083941E-001,-2.485868200544953E-001,-3.309552928465833E-001,1.572236895595847E-001,5.458593522788002E-001,-2.486648750378193E-001,-4.298511141433967E-001,4.849109942844357E-002,
1.080976000000000E+008,5.422705381979264E-001,-2.882498608531681E-001,-3.110838225257293E-001,1.429609733903541E-001,5.424237481369921E-001,-2.876215041889196E-001,-4.275490095394156E-001,4.438047417056212E-002,
1.170974000000000E+008,5.349545432938185E-001,-3.272091050124771E-001,-2.963933086614662E-001,1.297494893092714E-001,5.346123461023163E-001,-3.275228162803789E-001,-4.305246065810267E-001,3.746742340385841E-002,
1.260972000000000E+008,5.226091737454579E-001,-3.668808660036800E-001,-2.874376101484970E-001,1.180251185180895E-001,5.236888693878082E-001,-3.666458693249673E-001,-4.325248569818831E-001,2.478738219656437E-002,
1.350970000000000E+008,5.082586624672102E-001,-4.080585480990374E-001,-2.802371353157935E-001,1.029822895616324E-001,5.081424785695800E-001,-4.084664476512929E-001,-4.390549343856399E-001,1.762369750099585E-002,
1.440968000000000E+008,4.869294887302743E-001,-4.493634838607403E-001,-2.818797613684465E-001,8.573976110503942E-002,4.860564940311688E-001,-4.492682645771087E-001,-4.401650675234491E-001,1.094816344496327E-002,
1.530966000000000E+008,4.607038642220742E-001,-4.888137041364105E-001,-2.823620589956860E-001,6.838032871853839E-002,4.612697411934363E-001,-4.886766721584166E-001,-4.546508163070595E-001,4.266922240666743E-003,
1.620964000000000E+008,4.318821211320051E-001,-5.246798248404841E-001,-2.916936611343305E-001,5.661392540427083E-002,4.320368489091535E-001,-5.247746514262629E-001,-4.631281433198773E-001,2.883662700989637E-003,
1.710962000000000E+008,3.963856831467436E-001,-5.594918526465005E-001,-3.021672957989937E-001,4.251505739355836E-002,3.963209177452146E-001,-5.596859049491667E-001,-4.805051723744895E-001,-2.117098431210635E-003,
1.800960000000000E+008,3.587799254730308E-001,-5.907868806985666E-001,-3.180013450910006E-001,3.224138064751621E-002,3.586031414855522E-001,-5.904953554794403E-001,-4.955843973393598E-001,-2.304181756182092E-003,
1.890958000000000E+008,3.178819384319792E-001,-6.154977719434978E-001,-3.393434773522852E-001,2.685691837364004E-002,3.177232055456185E-001,-6.155841870023329E-001,-5.137748052937367E-001,4.443543063659391E-003,
1.980956000000000E+008,2.759893102964179E-001,-6.390537344188916E-001,-3.553022511445253E-001,2.700725127660841E-002,2.768593436800693E-001,-6.392752994247828E-001,-5.320937557400209E-001,1.039912657772452E-002,
